"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"DS-CDMA Code Acquisition in the Presence of Correlated Fading—Part II: Application to Cellular Networks","","","IEEE Transactions on Communications","","2004","52","3","518","518","This paper applies the theoretical framework for the evaluation of code acquisition in the presence of fading developed in the companion Part I paper. Code synchronization for CDMA cellular networks, such as IS-95 and cdma2000, is considered. A multi-dwell testing procedure is adopted. A procedure for the optimization of the multi-dwell parameters (number of dwells, dwell lengths, thresholds) to achieve minimum acquisition time is introduced and enforced. The effects of fading, interchip interference, frequency offset, multiple-access interference, and noise are taken into account in the determination of false alarm and detection probabilities. In particular, anomalous interchip interference despreading and internal interference cancellation effects are described. Numerical and simulation results, in terms of time for correct acquisition, confirm the accuracy of the proposed approach and show how it can be effectively used in the design and evaluation of a code-acquisition subsystem.","0090-6778;1558-0857","","10.1109/TCOMM.2004.823557","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1273704","","Multiaccess communication;Intelligent networks;Land mobile radio cellular systems;Performance analysis;Fading;Phase detection;Application software;Computer science;Physics;Multiple access interference","","","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Genetic algorithm for the design of multipoint connections in a local access network","J. Zhao; S. McKenzie; A. J. Soper","Greenwich Univ., UK; Greenwich Univ., UK; Greenwich Univ., UK","First International Conference on Genetic Algorithms in Engineering Systems: Innovations and Applications","","1995","","","30","33","Genetic Algorithms have been widely applied to optimisation problems for which existing approaches are computationally too expensive. This paper presents a genetic algorithm for finding a constrained minimum spanning tree. The problem is of relevance in the design of minimum cost communication networks, where there is a need to connect all the terminals at a user site to a terminal concentrator in a multipoint (tree) configuration, while ensuring that link capacity constraints are not violated. Test results show that the solutions from the proposed algorithm are broadly comparable with, and in several cases, better than, those obtained from traditional heuristic methods, such as the Prim and Esau-Williams algorithms.","0537-9989","0-85296-650","10.1049/cp:19951020","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=501643","","Genetic algorithms;Communication systems;Trees (graphs);Communication system software","genetic algorithms;telecommunication networks;trees (mathematics);telecommunication computing","multipoint connections;local access network;Genetic Algorithms;constrained minimum spanning tree;link capacity constraints","","2","","","","","","","IET","IET Conferences"
"Automated error detection in multibeam bathymetry data","S. Shaw; J. Arnold","SRI Int., Menlo Park, CA, USA; SRI Int., Menlo Park, CA, USA","Proceedings of OCEANS '93","","1993","","","II/89","II/94 vol.2","For a variety of reasons, multibeam swath sounding systems produce errors that can seriously corrupt navigational charts. To address this problem, the authors have developed two algorithms for identifying subtle outlier errors in a variety of multibeam systems. The first algorithm treats the swath as a sequence of images. The algorithm is based on robust estimation of autoregressive (AR) model parameters. The second algorithm is based on energy minimization techniques. The data are represented by a weak-membrane or thin-plate model, and a global optimization procedure is used to find a stable surface shape. Both of these algorithms have undergone extensive testing at bathymetric processing centers to assess performance. The algorithms were found to have a probability of detection high enough to be useful and a false-alarm rate that does not significantly degrade the data quality. The resulting software is currently being used both at processing centers and at sea as an aid to bathymetric data processors.<<ETX>>","","0-7803-1385","10.1109/OCEANS.1993.326072","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=326072","","Surface reconstruction;Oceanographic techniques;Robustness;Sea surface;Iterative algorithms;Shape;Sonar detection;Surface treatment;Filters;Image reconstruction","sonar;acoustic imaging;bathymetry;oceanographic techniques;geophysical techniques;acoustic signal processing;geophysics computing","seafloor topography;ocean;geophysical method;measurement technique;sonar navigation;automated error detection;multibeam bathymetry;multibeam swath sounding system;navigation;algorithm;outlier error;autoregressive model;signal processing;weak-membrane;thin-plate model;global optimization","","9","9","","","","","","IEEE","IEEE Conferences"
"Uni-planar slot antenna for TM slab mode excitation","H. F. Hammad; Y. M. M. Antar; A. P. Freundorfer","Dept. of Electr. & Comput. Eng., Queen's Univ., Kingston, Ont., Canada; NA; NA","Electronics Letters","","2001","37","25","1500","1501","A new uni-planar coplanar waveguide slot antenna is presented. The antenna is used to efficiently excite the dominant transverse magnetic (TM) mode inside a grounded slab. The antenna design and optimisation using two commercially available softwares are described. The antenna was fabricated and tested. Good agreement between the numerical and experimental results is obtained.","0013-5194","","10.1049/el:20011009","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=972175","","","slot antennas;coplanar waveguide components","TM slab mode excitation;uni-planar coplanar waveguide slot antenna;design optimisation","","1","","","","","","","IET","IET Journals & Magazines"
"A new approach for the solution of the optimal set-point tracking problem for nonlinear systems","V. M. Becerra; P. D. Roberts","City Univ., London, UK; City Univ., London, UK","1994 International Conference on Control - Control '94.","","1994","1","","849","854 vol.1","In this paper, a discrete time dynamic integrated system optimisation and parameter estimation algorithm is applied to the solution of the nonlinear tracking optimal control problem. A version of the algorithm with a linear-quadratic model-based problem is developed and implemented in software. The algorithm implemented is tested with simulation examples.<<ETX>>","","0-85296-610","10.1049/cp:19940244","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=327033","","Discrete time systems;Nonlinear systems;Optimal control;Parameter estimation","discrete time systems;nonlinear control systems;optimal control;parameter estimation","optimal set-point tracking problem;nonlinear systems;discrete-time dynamic integrated system optimisation;parameter estimation;nonlinear tracking optimal control;linear-quadratic model-based problem","","1","","","","","","","IET","IET Conferences"
"An IPv6 enabled packet engine design for home/SOHO routers","Mingshou Liu; Cheng-Hsien Hsu; Shi-Hong Kuo; Hsang-Chi Tsai","Dept. of Electr. Eng., National Chung Hsing Univ., Taiwan; NA; NA; NA","19th International Conference on Advanced Information Networking and Applications (AINA'05) Volume 1 (AINA papers)","","2005","2","","796","800 vol.2","Due to the diversity of Internet applications and services, traditional software-based networking devices may not be sufficient to afford the processing load imposed by the services. One example is the mixed-version IP environment in which routers must handle the IPv4/IPv6 translation while keeping the IP processing at the line speed. In this paper, we present our work for the design of a protocol optimized packet processing engine that provides common IP services and mixed version translation. This silicon is written in VHDL and is tested in a Xilinx Vertex II FPGA development board.","1550-445X;2332-5658","0-7695-2249","10.1109/AINA.2005.114","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1423792","","Network address translation;Protocols;Field programmable gate arrays;Search engines;Consumer electronics;Home appliances;Internetworking;Hardware;IP networks;Web and internet services","telecommunication network routing;Internet;transport protocols;packet switching;IP networks","IPv6 enabled packet engine;home/SOHO routers;Internet application;Internet service;mixed-version IP environment;IPv4/IPv6 translation;IP processing;protocol optimized packet processing engine;IP service;mixed version translation;VHDL;Xilinx Vertex II FPGA development board","","","8","","","","","","IEEE","IEEE Conferences"
"A novel method for in situ thermal expansion coefficient measurement of polysilicon thin films [MEMS materials applications]","Yuxing Zhang; Qing-An Huang; Weihua Li","Key Lab. of MEMS of Minist. of Educ., Southeast Univ., Nanjing, China; Key Lab. of MEMS of Minist. of Educ., Southeast Univ., Nanjing, China; Key Lab. of MEMS of Minist. of Educ., Southeast Univ., Nanjing, China","Proceedings. 7th International Conference on Solid-State and Integrated Circuits Technology, 2004.","","2004","3","","1856","1859 vol.3","This paper presents a novel structure for in situ determination of thermal expansion coefficient (TEC) of polysilicon thin films. Using this structure, all experiments are available in the air without any special requirements for vacuum or sealed chambers. Besides, a paramount novelty for this method is that all readouts are presented in electrical forms, compared with conventional ones obtained by optical observations. In the paper, a thermal-electro-mechanical compliant model is provided and verified with ANSYS software. Moreover, some optimized parameters are achieved through simulations, as well.","","0-7803-8511","10.1109/ICSICT.2004.1435197","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1435197","","Thermal expansion;Transistors;Optical sensors;Temperature;Optical films;Testing;Micromechanical devices;Thin film circuits;Capacitive sensors;Capacitance measurement","micromechanical devices;silicon;elemental semiconductors;thermal expansion;thermal variables measurement;semiconductor thin films","in situ thermal expansion coefficient measurement;polysilicon thin films;MEMS materials;TEC;electrical form readout;thermal-electro-mechanical compliant model;parameter extraction;Si","","","9","","","","","","IEEE","IEEE Conferences"
"The peer tasking design method","N. R. Howes; J. D. Wood; A. Goforth","Inst. for Defense Anal., Alexandria, VA, USA; Inst. for Defense Anal., Alexandria, VA, USA; NA","Proceedings of Third Workshop on Parallel and Distributed Real-Time Systems","","1995","","","20","29","This paper is a preliminary report of an ARPA sponsored study. It focuses on designing real-time command and control or battle management systems for parallel and distributed architectures. Due to delays in other ARPA programs, the targeted architectures were not available during the time frame of the study. The results of the study were, however, tested on more conventional sequential and parallel platforms. The design method discussed here is fundamentally different from those assumed by current real-time scheduling theories, e.g., rate-monotonic, earliest-deadline-first, least-laxity or best-effort. These theories assume that the fundamental unit of prioritization is the task. In this new method, the fundamental unit of prioritization is called a work item. Work items are functions the system performs that have timing requirements (deadlines) associated with them in the requirements specification. Current scheduling theories are applied using artifact deadlines introduced by designers whereas this new method schedules work items to meet specification deadlines (sometimes called end-to-end deadlines) required by the user. With this method, tasks have no priorities. A collection of tasks with no priorities will be called a collection of peer tasks. The study showed that it is possible to schedule work items based on importance rather than urgency while still meeting as many work item deadlines as can be met by scheduling tasks with respect to urgency. Also, it showed that the minimum on-line deadline that can be guaranteed for a work item of highest importance, scheduled at run-time, is approximately the inverse of the throughput, measured in work items per second, for a work load consisting only of work items of that type. Further, it was shown that it provides optimal utilization of a single processor machine, and that its timing behavior is predictable (provable) for both single and multiprocessor machines. Finally, it was shown that throughput is not degraded during overload.<<ETX>>","","0-8186-7099","10.1109/WPDRTS.1995.470511","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=470511","","Design methodology;Timing;Throughput;Peer to peer computing;Real time systems;Command and control systems;Delay effects;Sequential analysis;Processor scheduling;Runtime","delays;processor scheduling;parallel architectures;real-time systems;command and control systems","peer tasking design method;real-time command and control;battle management systems;distributed architectures;parallel architectures;real-time scheduling;work item;timing requirements;end-to-end deadlines;multiprocessor","","2","14","","","","","","IEEE","IEEE Conferences"
"Real Time Analyzer of Antenna Near-Field Distribution","D. Picard; J. C. Bolomey; A. Ziyyat","Service d'Electromagnétisme, SUPELEC/CNRS, F 91192 Gif sur Yvette Cedex. Phone: 33(1) 69418040, Fax: 33(1) 69413060; Service d'Electromagnétisme, SUPELEC/CNRS, F 91192 Gif sur Yvette Cedex. Phone: 33(1) 69418040, Fax: 33(1) 69413060; Service d'Electromagnétisme, SUPELEC/CNRS, F 91192 Gif sur Yvette Cedex. Phone: 33(1) 69418040, Fax: 33(1) 69413060","1992 22nd European Microwave Conference","","1992","1","","509","514","This paper describes a new facility for rapid near-field measurement in cylindrical coordinates. This facility is hardware and software optimized and allows quasi-real time measurements on large antennas in a frequency range extending from 2 to 10 GHz. By comparison to classical near-field (NF) techniques, the time gain factor is about 100 to 1000. Such a rapidity makes now NF approach still much more attractive. Three different examples have been selected to illustrate the capabilities of such a rapid NF facility.","","","10.1109/EUMA.1992.335756","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4135500","","Noise measurement;Probes;Antenna measurements;Rotation measurement;Linear antenna arrays;Testing;Antenna arrays;Antenna accessories;Coordinate measuring machines;Hardware","","","","4","6","","","","","","IEEE","IEEE Conferences"
"Does Q = MC/sup 2/? (On the relationship between Quality in electronic design and the Model of Colloidal Computing)","R. Marculescu; D. Marculescu","Dept. of Electr. & Comput. Eng., Carnegie Mellon Univ., Pittsburgh, PA, USA; Dept. of Electr. & Comput. Eng., Carnegie Mellon Univ., Pittsburgh, PA, USA","Proceedings International Symposium on Quality Electronic Design","","2002","","","451","457","This paper introduces colloidal computing as an alternative to the classical view on computing systems in terms of design feasibility, application adaptability and better energy-performance trade-offs. In colloidal computing, simple per computational particles are dispersed into a communication medium which is inexpensive, (perhaps) unreliable, yet sufficiently fast. This type of clustering into computationally intensive kernels with loose inter-particle communication, but tight intra-particle communication is typical not only for the underlying hardware, but also for the actual application which runs on it. We believe that the colloidal model is appropriate to describe the next generation of embedded systems. For these systems, a significantly better design quality can be obtained via run-time trade-offs and application-driven adaptability, as opposed to classical systems where optimizations are sought in a rather static manner.","","0-7695-1561","10.1109/ISQED.2002.996787","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=996787","","Clocks;Application software;Kernel;Hardware;Computer architecture;Physics computing;Switches;Embedded computing;Design engineering;Embedded system","embedded systems;asynchronous circuits;computation theory;digital computers","electronic design quality;colloidal computing model;run-time trade-offs;application-driven adaptability;design feasibility;energy-performance trade-offs;embedded systems;computationally intensive kernels;loose inter-particle communication;tight intra-particle communication;asynchronous design","","4","14","","","","","","IEEE","IEEE Conferences"
"Market-based task allocation for dynamic processing environments","M. P. Wellman; S. -. Cheng","Michigan Univ., Ann Arbor, MI, USA; Michigan Univ., Ann Arbor, MI, USA","IEMC '03 Proceedings. Managing Technologically Driven Organizations: The Human Side of Innovation and Change (IEEE Cat. No.03CH37502)","","2003","","","109","114","Flexible and large-scale information processing across enterprises entails dynamic and decentralized control of workflow through adaptive allocation of knowledge and processing resources. Markets comprise a well-understood class of mechanisms for decentralized resource allocation, where agents interacting through a price system direct resources toward their most valued uses as indicated by these prices. The information-processing domain presents several challenges for market-based approaches, including (1) representing knowledge-intensive tasks and capabilities, (2) propagating price signals across multiple levels of information processing, (3) handling dynamic task arrival and changing priorities, and (4) accommodating the increasing-returns and public-good characteristics of information products. A market gaming environment provides a methodology for testing alternative market structures and agent strategies, and evaluating proposed solutions in a realistic decentralized manner.","","0-7803-7958","10.1109/KIMAS.2003.1245031","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1245031","","Information processing;Resource management;Distributed control;Centralized control;Communication system control;Aggregates;Optimal control;Programmable control;Adaptive control;Signal processing","task analysis;resource allocation;multi-agent systems;electronic commerce;software agents","market-based task allocation;dynamic processing environments;large-scale information processing;decentralized resource allocation;knowledge-intensive tasks;price signals propagation;information products;market gaming environment","","","23","","","","","","IEEE","IEEE Conferences"
"Parallel path planning with temporal parametrization","V. Moreno; E. Sanz; F. J. Blanco","Dept. Comput. & Autom., Salamanca Univ., Spain; NA; NA","Proceedings 1997 IEEE International Symposium on Computational Intelligence in Robotics and Automation CIRA'97. 'Towards New Computational Principles for Robotics and Automation'","","1997","","","102","107","The automatic generation of robot free-collision paths for accomplishing user-specified tasks is one of the key elements in robotics. Due to the high computational cost involved in the problem, it is very difficult to find solutions achieving online performance. In this paper, a general and new approach that provides this online motion planning capability to robot manipulators, is proposed. The new approach is based on a temporal parametrization of the state variables so that the problem can be seen as an optimal time one. The most advanced technique for path planning using the C-space representation has been applied and a parallel graph search algorithm has been developed with the aim of carrying out this task with a low computational cost. The proposed approach has been tested in real manipulators, it can be easily applied to solve industrial problems.","","0-8186-8138","10.1109/CIRA.1997.613845","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=613845","","Path planning;Robotics and automation;Orbital robotics;Computational efficiency;Manipulators;State-space methods;Application software;Computer industry;Robots;Concurrent computing","path planning;manipulator dynamics;search problems;graph theory;parallel algorithms;real-time systems","dynamic path planning;temporal parametrization;robot;online motion planning;manipulators;C-space representation;parallel graph search algorithm;real time systems;optimisation","","","13","","","","","","IEEE","IEEE Conferences"
"Performance of Cooperative Loosely Coupled Microprocessor Architectures in an Interactive Data Base Task","J. J. Lenahan; F. K. Fung","NA; NA","IEEE Journal of Solid-State Circuits","","1980","15","1","97","116","Continuing technological advances in single-chip intelligence and storage cell density, and in bulk store performance provide increasing opportunities to construct multiple microprocessor systems. The objective of this experimental study was to explore the performance of selected system architectures in a manner sufficiently detailed, quantitative and realistic to 1) contribute to our understanding of the fundamental behavior of such systems and 2) permit practical designs to follow from the results. Four different classes of system architecture were studied: System I-fully connected; System II-bused with private primary store; System III-bused with both public and private primary store; and System IV-a uniprocessor system. All multiple-processor configurations comprised autonomous computing units which were loosely coupled with parallel links, and performed dedicated functions in a cooperative tasking environment. At the time the study began much of the anticipated technology was not yet available so detailed deterministic models of the systems were developed. All testing was done using a specially developed discrete simulation tool called the System-State Model (SSM). Both hardware and software details, derived from an operational system, were included in each model structure to represent the necessary concurrent, hierarchical, and ranked activity. A basic, interactive data base task was used as the test case. Experimental parameters included number of users, task load, console channel and bulk store channel configurations, and secondary store access time regimes. Over one hundred simulation runs were made which provided both internal and external performance measurements. Analysis of the results revealed a complex set of performance relationships which, in turn, led to several fundamental assessments. These include 1) every configuration can have its performance severely limited by the presence of any one of several key factors, 2) bulk store access time regimes and channel configuration have a critical effect on all system architectures, 3) performance distinctions among systems become more pronounced with increased number of users and with task load, and 4) each of Systems II, III, and IV manifests unique and useful performance characteristics and could be the configuration of choice under the right conditions. Overall, the results provide detailed confirmation of the utility of such systems and suggest a variety of specific tradeoffs among the architectures.","0018-9200;1558-173X","","10.1109/JSSC.1980.1051343","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1051343","","Microprocessors;Buffer storage;Real time systems;Computer architecture;Concurrent computing;System testing;Hardware;Measurement;Performance analysis","","Computer architecture;Microcomputers","","","22","","","","","","IEEE","IEEE Journals & Magazines"
"On-Line, Digital Data Handling and Optimal Control Investigations at the Missouri University Research Reactor","C. L. Partain; R. E. Wilbur; C. R. Noyes; G. A. Schlapper","Nuclear Engineering Program University of Missouri-Columbia Columbia, Missouri 65201; Nuclear Engineering Program University of Missouri-Columbia Columbia, Missouri 65201; Nuclear Engineering Program University of Missouri-Columbia Columbia, Missouri 65201; Nuclear Engineering Program University of Missouri-Columbia Columbia, Missouri 65201","IEEE Transactions on Nuclear Science","","1971","18","1","395","402","An on-line, digital data handling and optimal control system based upon a PDP8s, general purpose, programmable digital computer, has been developed and tested at the Missouri University Research Reactor (MURR), a 5 megawatt, thermal, flux-trap type nuclear reactor. The instrumentation which has been successfully interfaced to the small digital computer includes a 100 channel, 250 Hz, randomly addressable reed scanner; a 10-bit, 100 kHz, analog-to-digital converter; a 60 Hz real time clock which provides a hardware interrupt every 16.7 milliseconds; and two relay contact outputs. Software which has been implemented includes a real-time executive which schedules eight different tasks in a specified priority and periodic scheme, a console utility package which allows direct, on-line, communication between computer core memory and the ASR-33 teletype, an analog signal input task, various control algorithms, an output task, and a systems log task. The automatic control algorithms are dependent upon the physical parameters of the reactor system. These parameters may be periodically identified by on-line dynamic testing and the control decision algorithm may be modified accordingly. Methods of z-transform analysis are applied in a linearized approach to the problem of representing each component of the closed-loop reactor, computer control system. The optimization theory based on the maximum principle of L. S. Pontryagin has been applied in an effort to improve the control calculations with respect to minimum time response. Testing methods used were hybrid computer simulation and on-line parameter input studies at the MURR.","0018-9499;1558-1578","","10.1109/TNS.1971.4325898","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4325898","","Data handling;Optimal control;Inductors;Automatic control;Control systems;System testing;Reactor instrumentation;Computer interfaces;Analog-digital conversion;Clocks","","","","","14","","","","","","IEEE","IEEE Journals & Magazines"
"Improving appointment scheduling for medical screening","R. D. Baker; P. L. Atherill","NA; NA","IMA Journal of Management Mathematics","","2002","13","4","225","243","We investigate the optimization of appointment scheduling for breast cancer screening, using the fact that a woman's attendance probability can be predicted. The methodology used applies to medical screening in general.; The results of the mathematical investigation presented in this paper include a new formula for the cost of a screening session, a probabilistic model of rebooking appointments, a model of attendance probability as a function of previous performance, and a heuristic cost optimization procedure.; Breast Test Wales have improved efficiency by introducing heavily overbooked sessions for patients who are unlikely to attend. We use simulation modelling and insights from probability theory to confirm the gain achieved by the Wales procedure and to assess the further gain achievable by optimization of appointment scheduling. It is found that a gain in throughput of at least 10% can be obtained by optimizing appointment scheduling for screening sessions, in particular by inviting patients in decreasing order of attendance probability, and by overbooking near the end of the session. This avoids the need to set up dedicated sessions for poor attenders. Another possibility is to book patients who change their appointment time, and who are therefore very likely to attend, into dedicated sessions.; The provision of appointment scheduling software with a built‐in simulation and optimization module along the lines described in this paper could enable radiographers to tailor appointment scheduling for each area and so to schedule appointments very efficiently.","1471-678X;1471-6798","","10.1093/imaman/13.4.225","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8132225","medical screening;scheduling;breast cancer;simulation","","","","","","","","","","","","OUP","OUP Journals & Magazines"
"Fuzzy logic-based power control system for multi field electrostatic precipitators","N. Grass","Siemens AG, Erlangen, Germany","Conference Record of the 2000 IEEE Industry Applications Conference. Thirty-Fifth IAS Annual Meeting and World Conference on Industrial Applications of Electrical Energy (Cat. No.00CH37129)","","2000","1","","563","568 vol.1","The power consumption of large precipitators can be in the range of one MW and above. Depending on the dust load properties, the electrical power may be reduced by up to 50% by applying fuzzy logic, without significantly increasing the dust emissions. The new approach using fuzzy logic is an optimisation of the existing precipitator. Software running on a standard personal computer platform under Windows NT facilitates the reduction in power usage. The controllers of the electrostatic precipitator power supplies are linked to the computer via an industrial network (e.g. PROFIBUS). The system determines online the differentials of emission versus electrical power of each field. This measurement is difficult because of overlaid events in the other zones, and process changes. The long response time of the resultant dust emission due to electrical power changes in the precipitator is an additional complication. Rules were defined for a coarse, but fast response power adaptation of all zones. Fine tuning the running system after the coarse optimization increased the accuracy and reliability. When installed on a 4 by 5 zone precipitator in a power station meaningful results can be obtained. The power savings over 3 months of operation were 40% to 60% depending on the load and fuel characteristics. Data was recorded over the test period of 3 months. The results are presented.","0197-2618","0-7803-6401","10.1109/IAS.2000.881166","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=881166","","Fuzzy control;Fuzzy logic;Fuzzy systems;Power control;Energy consumption;Software standards;Microcomputers;Electrostatic precipitators;Computer networks;Computer industry","electrostatic precipitators;fuzzy control;power control;power consumption;energy conservation;dust","fuzzy logic-based power control system;multi field electrostatic precipitators;power consumption;dust load properties;electrical power;personal computer platform;Windows NT;power usage reduction;industrial network;PROFIBUS;emission;long response time;dust emission;fast response power adaptation;fine tuning;reliability improvement;fuel characteristics;load characteristics;3 month","","1","12","","","","","","IEEE","IEEE Conferences"
"Finite state machine encoding for VHDL synthesis","K. Kuusilinna; V. Lahtinen; T. Hamalainen; J. Saarinen","Digital & Comput. Syst. Lab., Tampere Univ. of Technol., Finland; NA; NA; NA","IEE Proceedings - Computers and Digital Techniques","","2001","148","1","23","30","Finite state machine (FSM) optimisation has usually been studied through state assignment, state vector encoding, and combinational logic optimisation. Such details should not be consequential in behavioural descriptions. On the other hand, describing correct and efficient hardware structures in VHDL (VHSIC hardware description language), or generally in any high-level description language, is more a question of description style than correct language statements. Therefore, more or less conscious choices are made in the design description itself that guide the synthesis software toward a specific implementation. The best implementation is also dependent on the target technology and, therefore, there is no single best description style for all FSMs. The paper is a study of the kind of performance trade-offs that can be made by changing the description style. A program is shown to be able to generate these different descriptions from an intermediate format (kiss2) describing the FSM. Therefore, this process for finding a better description could be automated and performed by the synthesis software itself. Descriptions are tested on a set of 13 FSMs most from a benchmark suite LGSynth3. The results show at least two times better performance of speed or area in the best description compared with the worst. In performance critical applications this difference can be of a crucial importance.","1350-2387","","10.1049/ip-cdt:20010210","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=915281","","","hardware description languages;finite state machines;high level synthesis","VHDL synthesis;finite state machine;state assignment;state vector encoding;combinational logic optimisation;high-level description language;FSM","","13","","","","","","","IET","IET Journals & Magazines"
"Least-squares methods for the extraction of surface currents from CODAR crossed-loop data: Application at ARSLOE","B. Lipa; D. Barrick","Ocean Surface Res. Inc., Woodside, CA, USA; NA","IEEE Journal of Oceanic Engineering","","1983","8","4","226","253","Least-squares methods are demonstrated that extract surface current radial velocities from first-order Coastal Ocean Dynamics Applications Radar (CODAR) sea-echo Doppler spectra for the compact crossed-loop/monopole antenna system. Based on the known physics of first-order sea scatter at HF, these techniques, implemented as software, are objective and automatic in that they: a) determine from the sea-echo phase and amplitude correction factors for the antenna elements; b) separate the first-order spectrum from the surrounding continuum for arbitrarily varying current conditions; c) using statistical hypothesis testing, select and use either a single or dual-angle model for radial current patterns, whichever best fits the data; d) calculate angles associated with given radial velocities; e) combine the data into a polar-coordinate map of radial velocity versus position; and f) calculate radial velocity uncertainties at each point on the map. In addition, as interpretive aids, two methods are evaluated and compared that provide total current vectors from single-site CODAR data, along with their uncertainties: model fitting and the application of the equation of continuity. It is shown how these methods can be applied to the older, CODAR 4-element antenna system, however, the following advantages of the crossed-loop/monopole system are discussed: it is physically more compact; analysis procedures are more efficient; resulting current velocities are more accurate, because there are no side-lobe problems; and finally, it also gives the ocean wave-height directional spectrum. These methods are tested and optimized against data taken during the Atlantic Remote Sensing Land Ocean Experiment (ARSLOE) storm (October 23-27, 1980), when surface currents varied in speed between 0-50 cm/s and over nearly 300° in angle. Current velocities were measured to a range of 36 km from the radar. Standard deviations in angle are typically 1°-3°; these translate to 2-3 cm/s rms radial velocity uncertainties over most of the coverage area, with decreased accuracy in angular sectors nearest the coast. Total current velocity vectors in strips parallel to shore obtained from model fitting have typical speed and angle uncertainties of 4 cm/s and 12°, respectively. Of the several formulations for the equation of continuity evaluated here, the best gave uncertainties of 5 cm/s, 12° at the closest range cells; these values increase rapidly with range to exceed 20 cm/s, 30° for distances greater than 20 km. The surface currents were observed to follow the wind throughout most of the storm at ARSLOE, but the current was almost always more closely parallel to the shore than the wind. An interesting exception occurred when the onshore storm wind that had prevailed for two days ceased; there was a rush of surface current directly offshore as the storm-surge sea level dropped. The surface current speed measured by CODAR in the upper meter of the ocean was, on the average, 2.1 percent of the windspeed.","0364-9059;1558-1691;2373-7786","","10.1109/JOE.1983.1145578","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1145578","","Data mining;Sea surface;Oceans;Uncertainty;Sea measurements;Storms;Application software;Radar antennas;Equations;Current measurement","","HF radar;Least-squares approximation;Radar antennas;Sea surface electromagnetic scattering","","154","31","","","","","","IEEE","IEEE Journals & Magazines"
"Blackout prevention by optimal insertion of FACTS devices in power systems","D. Radu; Y. Besanger","Power Eng. Lab., UMR, St. Martin d'Heres, France; Power Eng. Lab., UMR, St. Martin d'Heres, France","2005 International Conference on Future Power Systems","","2005","","","9 pp.","6","Actual interconnected power systems are very large structures which suffer from a large gap between electricity demand and generation and from an inadequate transmission capacity of interconnection lines. In such systems, blackouts have become an all too common an occurrence. This paper proposes a method to reinforce the power systems by insertion of FACTS (flexible alternating current transmission system) devices, which are optimal placed in order to eliminate the dangerous contingencies of the systems and to prevent by this way the apparition of blackout if outages occurs. The FACTS devices are optimal placed in order to maximizing the power system security, the optimization is carried out using three parameters: the location of FACTS devices, their type and their sizes. For this purpose we developed a hybrid software based on GAs (genetic algorithms), which uses Matlabtrade and the EUROSTAGtrade software for load flow calculations. The proposed procedures are successfully tested on an IEEE 14-bus power system","","90-78205-02","10.1109/FPS.2005.204220","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1600493","","Power systems;Power system interconnection;Hybrid power systems;Power generation;Flexible AC transmission systems;Power system security;Genetic algorithms;Computer languages;Load flow;System testing","flexible AC transmission systems;genetic algorithms;power engineering computing;power system interconnection;power transmission faults;power transmission protection","FACTS devices;optimal insertion;blackout prevention;interconnected power systems;electricity demand;inadequate transmission capacity;flexible alternating current transmission system devices;dangerous contingencies elimination;power system security;genetic algorithms;Matlab;EUROSTAG;load flow calculations;IEEE 14-bus power system","","9","12","","","","","","IEEE","IEEE Conferences"
